BFS_NR,GEO_LEVEL_LEVEL,GEBIET_NAME,JAHR,Einwohner_pro_ha_Wohnzone,Einwohner_pro_ha_Mischzone,Einwohner_pro_ha_Arbeitszone,Einwohner_pro_ha_Total,Beschaeftigte_pro_ha_Wohnzone,Beschaeftigte_pro_ha_Mischzone,Beschaeftigte_pro_ha_Arbeitszone,Beschaeftigte_pro_ha_Total,Einwohner_u_Beschaeftigte_pro_ha_Wohnzone,Einwohner_u_Beschaeftigte_pro_ha_Mischzone,Einwohner_u_Beschaeftigte_pro_ha_Arbeitszone,Einwohner_u_Beschaeftigte_pro_ha_Total,Einheit
219,3,"Elsau",2021,40,44.8,2.7,30.9,3.4,8.5,26.5,8.8,43.4,53.3,29.2,39.7,"Anzahl"
220,3,"Hagenbuch",2012,39.4,38.6,0,37.9,6.9,6.8,0,7,46.4,45.5,0,44.9,"Anzahl"
220,3,"Hagenbuch",2013,38.1,38.7,0,37.6,7,6,0,6.4,45,44.7,0,44.1,"Anzahl"
220,3,"Hagenbuch",2014,37.4,40.5,0,38.6,6.7,6.3,0,6.6,44.1,46.8,0,45.2,"Anzahl"
220,3,"Hagenbuch",2015,37.2,40.4,0,38.5,6.7,6.6,0,6.8,43.8,47.1,0,45.4,"Anzahl"
220,3,"Hagenbuch",2016,37.3,38.5,0,37.3,7.1,7.2,0,7.3,44.5,45.7,0,44.6,"Anzahl"
220,3,"Hagenbuch",2017,37.3,38.8,0,37.5,6.6,6.4,0,6.6,43.9,45.2,0,44,"Anzahl"
220,3,"Hagenbuch",2018,37.1,37.4,0,36.4,5.5,5,0,5.4,42.6,42.4,0,41.8,"Anzahl"
220,3,"Hagenbuch",2019,35.2,38.1,0,36.4,5.3,4.7,0,5.1,40.5,42.8,0,41.4,"Anzahl"
220,3,"Hagenbuch",2020,35,38.8,0,36.8,4.6,4.3,0,4.7,39.6,43.1,0,41.5,"Anzahl"
220,3,"Hagenbuch",2021,35.2,40.2,0,37.9,4.8,5,0,5.2,40,45.2,0,43.1,"Anzahl"
221,3,"Hettlingen",2012,42.5,48.4,4.6,38.5,3,10.3,40.6,8.1,45.4,58.7,45.2,46.6,"Anzahl"
221,3,"Hettlingen",2013,42.2,49.9,5.4,38.7,3.1,11.3,34.8,7.9,45.3,61.3,40.1,46.5,"Anzahl"
221,3,"Hettlingen",2014,42.1,53.7,5.1,39.4,3.1,12,30.3,7.5,45.2,65.7,35.4,46.9,"Anzahl"
221,3,"Hettlingen",2015,42.7,54.6,4.6,39.9,2.9,11.3,33.1,7.6,45.6,65.9,37.7,47.5,"Anzahl"
221,3,"Hettlingen",2016,43.5,54.5,4.3,40.5,2.5,11.9,37.1,7.8,46,66.4,41.4,48.2,"Anzahl"
221,3,"Hettlingen",2017,43.3,55.7,5.1,40.7,2.6,11.7,40.3,8.1,45.9,67.4,45.4,48.7,"Anzahl"
221,3,"Hettlingen",2018,43,53.5,5.5,40,2.7,12.3,41.4,8.3,45.7,65.8,46.9,48.3,"Anzahl"
221,3,"Hettlingen",2019,43.4,53.9,5.2,40.3,3.6,10.3,52.4,9.6,47,64.2,57.6,49.9,"Anzahl"
221,3,"Hettlingen",2020,42.9,51.4,4.9,39.5,3.3,10.7,60.4,10.3,46.2,62.2,65.3,49.8,"Anzahl"
221,3,"Hettlingen",2021,42.9,52.9,5.1,39.8,3.1,11.4,60.8,10.4,46,64.3,65.9,50.2,"Anzahl"
222,3,"Hofstetten (ZH)",2012,0,26.8,0,25.5,0,5.1,0,5.7,0,31.9,0,31.3,"Anzahl"
222,3,"Hofstetten (ZH)",2013,0,26.8,0,25.5,0,5.2,0,6,0,32,0,31.5,"Anzahl"
222,3,"Hofstetten (ZH)",2014,0,26.7,0,25.5,0,5.1,0,5.7,0,31.8,0,31.2,"Anzahl"
222,3,"Hofstetten (ZH)",2015,0,25.5,0,24.1,0,5,0,5.5,0,30.5,0,29.6,"Anzahl"
222,3,"Hofstetten (ZH)",2016,0,26.6,0,25.2,0,4.7,0,5.4,0,31.3,0,30.6,"Anzahl"
222,3,"Hofstetten (ZH)",2017,0,25.1,0,23.7,0,5.5,0,6,0,30.5,0,29.7,"Anzahl"
223,3,"Neftenbach",2012,46.2,49.6,3.3,37.4,2.7,9.3,23.2,10.1,48.9,59,26.5,47.5,"Anzahl"
223,3,"Neftenbach",2013,46.7,49.6,3.1,37.5,2.6,9.4,24.2,10.3,49.3,58.9,27.3,47.8,"Anzahl"
223,3,"Neftenbach",2014,47.8,49.8,3,38,3.4,9.2,24.4,10.8,51.2,59.1,27.4,48.8,"Anzahl"
223,3,"Neftenbach",2015,47.5,49.9,3.1,37.9,2.6,9.1,24.9,10.6,50.1,59,28,48.6,"Anzahl"
223,3,"Neftenbach",2016,47.1,50.5,3.6,38.1,2.6,8,24.9,10.2,49.7,58.5,28.5,48.3,"Anzahl"
223,3,"Neftenbach",2017,47.1,50.8,3.7,38.2,2.8,7.1,25.6,10,49.9,57.9,29.3,48.2,"Anzahl"
223,3,"Neftenbach",2018,47.6,52.3,4,39.1,3.1,8.9,26.7,10.9,50.8,61.2,30.8,50,"Anzahl"
223,3,"Neftenbach",2019,47.5,53.4,4.1,40.7,3.1,9.5,30.7,11.3,50.7,62.9,34.8,52,"Anzahl"
223,3,"Neftenbach",2020,46.2,54.2,3.9,40.7,3.3,8.7,29.6,10.9,49.5,63,33.5,51.6,"Anzahl"
223,3,"Neftenbach",2021,46.2,55.4,3.3,41.1,3,8.7,32.1,11.4,49.2,64.1,35.4,52.5,"Anzahl"
224,3,"Pfungen",2012,43.5,57.5,0.1,36,3.5,13.1,23.3,10.7,47.1,70.6,23.4,46.7,"Anzahl"
224,3,"Pfungen",2013,45.2,58,0.1,34.7,3.7,12.9,19,10.3,48.8,70.9,19.1,45,"Anzahl"
224,3,"Pfungen",2014,47.9,58.4,0.1,35.9,3.7,11,24,11,51.6,69.5,24.1,46.9,"Anzahl"
224,3,"Pfungen",2015,48.8,58.7,0.1,36.3,4.2,14.3,28.3,13.3,52.9,73,28.3,49.6,"Anzahl"
224,3,"Pfungen",2016,49.5,58.2,0.1,36.2,4.7,12.6,31.2,13.8,54.2,70.8,31.2,50,"Anzahl"
224,3,"Pfungen",2017,49.3,61,0.1,37,3.8,12.5,29.8,13.5,53.1,73.5,29.9,50.4,"Anzahl"
224,3,"Pfungen",2018,50.3,56.4,0.1,37.1,3.2,15.3,27.8,13.4,53.5,71.7,27.9,50.5,"Anzahl"
224,3,"Pfungen",2019,50.9,55.6,0.1,37.2,2.4,14.3,29.6,13.4,53.3,69.9,29.7,50.6,"Anzahl"
224,3,"Pfungen",2020,52.3,54.7,0.1,37.6,2.4,15.3,29.8,13.6,54.7,70,29.9,51.2,"Anzahl"
224,3,"Pfungen",2021,52.1,56.9,0.1,38.1,2.7,16.5,29.2,13.9,54.8,73.4,29.3,51.9,"Anzahl"
225,3,"Rickenbach (ZH)",2012,50.7,32.3,0.7,35.5,3.8,8,6,6.5,54.5,40.3,6.7,42,"Anzahl"
225,3,"Rickenbach (ZH)",2013,50,31.6,1.3,34.7,3.9,8.1,6.4,6.5,53.9,39.7,7.7,41.1,"Anzahl"
225,3,"Rickenbach (ZH)",2014,50.5,32.3,1.3,35.2,4.3,7.8,6.4,6.6,54.9,40.1,7.7,41.8,"Anzahl"
225,3,"Rickenbach (ZH)",2015,52,32.1,0.4,35.7,4.2,8.3,6.2,6.6,56.1,40.4,6.6,42.3,"Anzahl"
225,3,"Rickenbach (ZH)",2016,52.9,34.7,0.8,37,3.8,7.9,6,6.5,56.7,42.5,6.9,43.5,"Anzahl"
225,3,"Rickenbach (ZH)",2017,52.1,34.1,0.3,36.2,3.6,9.3,6.2,6.6,55.7,43.4,6.4,42.8,"Anzahl"
225,3,"Rickenbach (ZH)",2018,53.3,34,0.8,36.9,4.1,8.8,6.2,7.5,57.4,42.9,7,44.4,"Anzahl"
225,3,"Rickenbach (ZH)",2019,54.5,34.1,1.1,37.8,4.1,7.9,2.5,7,58.5,42.1,3.6,44.8,"Anzahl"
225,3,"Rickenbach (ZH)",2020,55.1,35,1.1,38.3,4.4,9.2,2.4,7.4,59.5,44.1,3.5,45.7,"Anzahl"
225,3,"Rickenbach (ZH)",2021,55.4,35.1,1.1,38.5,4.3,9,3.5,7.5,59.7,44.1,4.6,45.9,"Anzahl"
226,3,"Schlatt (ZH)",2012,,30.6,0,27.9,,5.3,0,5.3,,35.9,0,33.1,"Anzahl"
226,3,"Schlatt (ZH)",2013,,30.1,0,27.4,,4.8,0,4.8,,34.9,0,32.3,"Anzahl"
226,3,"Schlatt (ZH)",2014,25.9,31.2,0,29.7,0.9,4.4,0,4.5,26.8,35.6,0,34.2,"Anzahl"
226,3,"Schlatt (ZH)",2015,26.8,30.4,0,29,1.8,4.2,0,4.4,28.6,34.5,0,33.4,"Anzahl"
226,3,"Schlatt (ZH)",2016,25,30.4,0,28.9,0.9,3.7,0,4.1,25.9,34.1,0,33,"Anzahl"
226,3,"Schlatt (ZH)",2017,23.4,29.7,0,28.2,0.8,4.5,0,4.8,24.2,34.2,0,33,"Anzahl"
226,3,"Schlatt (ZH)",2018,26.7,30.6,0,29.2,,5.1,0,5.3,,35.7,0,34.4,"Anzahl"
226,3,"Schlatt (ZH)",2019,27.6,31.8,0,30.2,,5.1,0,5.7,,36.9,0,36,"Anzahl"
226,3,"Schlatt (ZH)",2020,23.7,32.9,0,29.4,0.4,5.7,0,4.9,24.1,38.6,0,34.4,"Anzahl"
226,3,"Schlatt (ZH)",2021,25.3,32.4,0,29.5,0.6,5.1,0,4.7,25.9,37.5,0,34.2,"Anzahl"
227,3,"Seuzach",2012,46.4,62.9,2.8,43.9,3.7,27.8,78.2,15.7,50.1,90.7,81,59.6,"Anzahl"
227,3,"Seuzach",2013,46,65,3,44.2,3.5,27.3,84.4,16,49.5,92.3,87.5,60.2,"Anzahl"
227,3,"Seuzach",2014,46.6,64.6,3.1,44.5,3.8,27.8,80.8,16.1,50.3,92.3,83.9,60.5,"Anzahl"
227,3,"Seuzach",2015,46.2,63.4,3.4,44.1,3.7,27.1,81.1,16.2,49.9,90.5,84.5,60.4,"Anzahl"
227,3,"Seuzach",2016,46.5,64.2,3.4,44.5,4,27,88.6,16.8,50.6,91.2,92,61.4,"Anzahl"
227,3,"Seuzach",2017,46.9,62.5,3.7,44.5,3.9,21.1,97.9,16.2,50.8,83.5,101.5,60.7,"Anzahl"
227,3,"Seuzach",2018,46.5,63.7,3.5,44.6,3.8,22.6,89.4,16,50.4,86.4,92.9,60.5,"Anzahl"
227,3,"Seuzach",2019,46.3,67.2,3.2,44.9,4.1,22.1,87.4,16.1,50.4,89.3,90.6,61,"Anzahl"
227,3,"Seuzach",2020,46.1,67.5,3.1,44.8,3.7,21.8,88,16.1,49.9,89.3,91.1,60.9,"Anzahl"
227,3,"Seuzach",2021,47.1,69.4,3,46.1,3.3,20.7,86.8,15.8,50.4,90.1,89.8,61.8,"Anzahl"
228,3,"Turbenthal",2012,49.6,37.2,7,36.5,2.7,14.1,32.2,12.4,52.2,51.4,39.3,48.9,"Anzahl"
228,3,"Turbenthal",2013,50.1,36.9,6.8,36.5,2.7,14.8,34.8,12.7,52.8,51.6,41.6,49.3,"Anzahl"
228,3,"Turbenthal",2014,53,37.2,6.4,37.4,4.3,14.2,33.5,12.9,57.3,51.4,39.9,50.3,"Anzahl"
228,3,"Turbenthal",2015,52.3,38.3,6.9,37.7,2.6,13.7,33.4,12.8,54.9,52,40.2,50.5,"Anzahl"
228,3,"Turbenthal",2016,52.2,39.9,7.2,38.5,2.3,13.3,32.6,13.2,54.5,53.3,39.8,51.7,"Anzahl"
228,3,"Turbenthal",2017,52.1,41.2,7.1,39,2,12.5,36.7,13.4,54.2,53.7,43.8,52.4,"Anzahl"
228,3,"Turbenthal",2018,50.6,43.6,6.9,39.7,2,13.1,36.4,13.4,52.6,56.7,43.3,53.1,"Anzahl"
228,3,"Turbenthal",2019,50.8,44.3,6.7,40.1,2,14.4,37.4,13.5,52.7,58.7,44.1,53.5,"Anzahl"
228,3,"Turbenthal",2020,52.4,44.3,6.7,40.7,2.2,14.9,37.1,13.2,54.6,59.3,43.8,53.9,"Anzahl"
228,3,"Turbenthal",2021,53.3,44.8,6.7,41.3,2.2,15,31.7,12.9,55.5,59.8,38.4,54.2,"Anzahl"
229,3,"Wiesendangen",2012,43.8,49.5,1.9,41.5,2.3,13.9,26.8,8.5,46.1,63.3,28.7,50,"Anzahl"
229,3,"Wiesendangen",2013,,,,,2.6,13,27.4,8.9,,,,,"Anzahl"
230,3,"Winterthur",2012,83.7,70.4,3.2,61.8,10.4,87.4,73.3,38.8,94.1,157.7,76.6,100.5,"Anzahl"
230,3,"Winterthur",2013,82.7,73.7,3.3,61.9,10.1,84.9,75.1,39,92.8,158.6,78.4,100.9,"Anzahl"
230,3,"Winterthur",2014,83.4,74.3,3.6,62.8,10.2,89.9,76.5,41.2,93.7,164.2,80.1,104,"Anzahl"
230,3,"Winterthur",2015,84.2,76.1,3.5,63.5,8.7,94.4,77.2,41.5,93,170.5,80.7,105,"Anzahl"
230,3,"Winterthur",2016,84.7,76.4,2.8,63.6,8.5,95.4,73.8,41.1,93.2,171.8,76.6,104.8,"Anzahl"
230,3,"Winterthur",2017,84.9,78.8,2.8,64.1,8.1,98.2,74.7,41.6,93.1,177,77.4,105.7,"Anzahl"
230,3,"Winterthur",2018,85.1,80.1,2.8,64.5,8.2,102.1,74.2,42.4,93.2,182.1,77,106.9,"Anzahl"
230,3,"Winterthur",2019,86.1,80.7,2.8,65.1,8.3,100.9,77.4,42.8,94.5,181.6,80.1,107.9,"Anzahl"
230,3,"Winterthur",2020,88,78.6,2.7,65.3,7.9,88.2,75.3,42.7,95.9,166.7,78,108,"Anzahl"
230,3,"Winterthur",2021,88.1,80.3,2.7,65.7,7.9,88.4,76.3,43,96,168.7,79,108.8,"Anzahl"
231,3,"Zell (ZH)",2012,51.2,37,5.8,38.2,4.6,9.9,28.8,9.7,55.8,47,34.6,47.9,"Anzahl"
231,3,"Zell (ZH)",2013,52.1,38.1,5.9,38.8,4.4,11.1,27.7,9.6,56.6,49.2,33.6,48.4,"Anzahl"
231,3,"Zell (ZH)",2014,52.3,38.3,5.7,39,4.4,10.4,29.8,9.7,56.7,48.7,35.5,48.8,"Anzahl"
231,3,"Zell (ZH)",2015,52.3,37.4,5.5,38.4,4.5,9.7,29.8,9.9,56.8,47.1,35.3,48.4,"Anzahl"
231,3,"Zell (ZH)",2016,52.3,38.6,4.4,38.7,4.8,10.1,27.7,9.9,57.1,48.7,32,48.6,"Anzahl"
231,3,"Zell (ZH)",2017,54.8,37,4.6,39.5,4.7,9.8,27.3,9.8,59.4,46.9,31.9,49.3,"Anzahl"
231,3,"Zell (ZH)",2018,55.8,38.7,4.6,40.3,4.7,9.9,27.3,9.9,60.5,48.6,32,50.1,"Anzahl"
231,3,"Zell (ZH)",2019,56.2,44,14.5,42.9,4.4,9.6,23.5,9.4,60.6,53.6,38,52.3,"Anzahl"
231,3,"Zell (ZH)",2020,55.6,46.8,15.4,43.7,4.2,10.1,23.7,9.3,59.8,56.9,39.1,53,"Anzahl"
231,3,"Zell (ZH)",2021,55.8,46.4,15.5,43.7,4.5,10.6,25.4,9.8,60.2,56.9,40.9,53.6,"Anzahl"
241,3,"Aesch (ZH)",2012,27,49.8,23,31.3,4.2,10.7,38.5,8.3,31.1,60.5,61.5,39.6,"Anzahl"
241,3,"Aesch (ZH)",2013,27.7,51.6,22.1,32,4.3,11.2,39.4,8.5,31.9,62.8,61.5,40.5,"Anzahl"
241,3,"Aesch (ZH)",2014,28.2,49.8,25.2,32,4.1,10.7,36.7,8.3,32.2,60.5,62,40.3,"Anzahl"
241,3,"Aesch (ZH)",2015,27,45.3,29.4,30.8,3.9,12.4,48.7,8.5,30.9,57.7,78.1,39.3,"Anzahl"
241,3,"Aesch (ZH)",2016,25.9,51.8,29.4,32.1,3.7,10.1,53.4,7.8,29.6,61.9,82.7,39.9,"Anzahl"
241,3,"Aesch (ZH)",2017,25.6,57.5,27.4,33.3,3.6,10,51.4,7.8,29.3,67.5,78.7,41,"Anzahl"
241,3,"Aesch (ZH)",2018,31.8,64.3,25.4,38.9,4.1,8.8,50.1,7.7,36,73.1,75.4,46.6,"Anzahl"
241,3,"Aesch (ZH)",2019,35.3,67.4,40.5,41.7,4.4,10.8,31.3,8.6,39.6,78.2,71.8,50.2,"Anzahl"
241,3,"Aesch (ZH)",2020,36.1,70,43.5,43,4.2,11.4,25.2,8.2,40.3,81.4,68.7,51.2,"Anzahl"
241,3,"Aesch (ZH)",2021,36.4,69.2,42,42.8,4.6,14.1,11.8,8.1,40.9,83.3,53.8,50.9,"Anzahl"
242,3,"Birmensdorf (ZH)",2012,52.8,47.9,2.6,40.2,4.3,17.4,41.9,14.2,57,65.3,44.4,54.4,"Anzahl"
242,3,"Birmensdorf (ZH)",2013,52.3,51.5,2.5,40.7,4.7,15.7,43.3,11.6,57,67.2,45.8,52.3,"Anzahl"
242,3,"Birmensdorf (ZH)",2014,53.2,52.1,2.4,41.4,4.8,16.1,45.7,12,58.1,68.3,48.1,53.4,"Anzahl"
242,3,"Birmensdorf (ZH)",2015,53.3,54.5,2.5,41.8,4.2,17.1,44.6,12.1,57.5,71.6,47.1,53.9,"Anzahl"
242,3,"Birmensdorf (ZH)",2016,53,56.4,2.3,41.9,4.2,17.4,49.4,16,57.2,73.8,51.6,57.9,"Anzahl"
242,3,"Birmensdorf (ZH)",2017,53.3,57.5,2,42.4,4.1,16.8,51.8,16.1,57.4,74.3,53.8,58.4,"Anzahl"
242,3,"Birmensdorf (ZH)",2018,54.1,59.5,1.1,43.2,5,19.6,52,17.3,59.1,79.2,53.2,60.4,"Anzahl"
242,3,"Birmensdorf (ZH)",2019,55.6,61.9,1.5,44.5,5.4,20.8,53.4,17.8,61,82.7,54.9,62.3,"Anzahl"
242,3,"Birmensdorf (ZH)",2020,55.6,64.6,1.4,45.2,5.1,21.1,54,18.1,60.7,85.7,55.4,63.3,"Anzahl"
242,3,"Birmensdorf (ZH)",2021,55.5,65.2,1.6,45.3,4.7,19.5,44.9,17.3,60.2,84.7,46.5,62.6,"Anzahl"
243,3,"Dietikon",2012,97.1,108.2,1.6,68.9,6.9,47.1,127.9,46.7,104,155.3,129.6,115.6,"Anzahl"
243,3,"Dietikon",2013,97.6,113.8,1.6,70.5,6.4,48,131.6,48,104,161.8,133.2,118.5,"Anzahl"
243,3,"Dietikon",2014,97.6,122.9,1.8,72.6,6.4,53.3,130.8,49.1,104,176.2,132.6,121.7,"Anzahl"
243,3,"Dietikon",2015,99.8,123.2,1.8,73.8,6.4,53.9,127.2,48.5,106.2,177.1,129,122.3,"Anzahl"
243,3,"Dietikon",2016,98.9,129.9,1.8,74.8,6.6,58.5,127.7,50,105.5,188.4,129.5,124.8,"Anzahl"
243,3,"Dietikon",2017,97.6,132.6,1.8,74.6,6.7,59.1,133.1,51.1,104.3,191.7,134.9,125.8,"Anzahl"
243,3,"Dietikon",2018,98.3,133.5,1.6,75.1,6.6,58.7,137.1,52.1,105,192.2,138.7,127.2,"Anzahl"
243,3,"Dietikon",2019,98.7,123.7,27.9,77,6.6,58.3,133.7,52.9,105.3,181.9,161.7,129.9,"Anzahl"
243,3,"Dietikon",2020,108.7,100.6,29.4,77.9,8.8,83.9,132.2,53.2,117.5,184.5,161.6,131.2,"Anzahl"
243,3,"Dietikon",2021,108.2,102,29.8,78,9,78.6,132.4,53.1,117.2,180.6,162.2,131.2,"Anzahl"
244,3,"Geroldswil",2012,59.8,90,2.7,59.3,5.7,27.5,172.1,25.9,65.5,117.5,174.8,85.2,"Anzahl"
244,3,"Geroldswil",2013,57.9,87.6,2.4,57.1,5.4,27.9,152.3,24.9,63.3,115.5,154.7,82,"Anzahl"
244,3,"Geroldswil",2014,57.9,88.2,2.6,57.9,4.5,29.4,134.1,23.1,62.4,117.5,136.8,81,"Anzahl"
244,3,"Geroldswil",2015,58.3,89.7,2.6,58.5,5.1,28.9,131.5,23.2,63.4,118.6,134.1,81.7,"Anzahl"
244,3,"Geroldswil",2016,59.3,93.7,2.6,59.2,6,26.3,137.1,23.4,65.2,120,139.7,82.6,"Anzahl"
244,3,"Geroldswil",2017,59.5,92.6,2.9,59.2,5.9,29.7,155.7,25.9,65.4,122.3,158.6,85.1,"Anzahl"
244,3,"Geroldswil",2018,60,88,1.9,58.8,5.9,30.1,154.1,25.8,65.9,118.1,156.1,84.5,"Anzahl"
244,3,"Geroldswil",2019,59.3,89.1,2.6,58.5,6,30.9,156.1,26.2,65.3,120,158.7,84.7,"Anzahl"
244,3,"Geroldswil",2020,59.5,96,2.1,59.8,6.3,28.8,165.1,26.9,65.8,124.9,167.2,86.8,"Anzahl"
244,3,"Geroldswil",2021,60.9,99,2.3,61.4,5.8,31.9,165.7,27.2,66.7,130.9,168,88.5,"Anzahl"
245,3,"Oberengstringen",2012,82.7,70.2,0.8,71.7,6.3,43.6,36.7,12.4,89,113.8,37.5,84.1,"Anzahl"
245,3,"Oberengstringen",2013,82.9,69.8,0.5,71.8,6.3,43.8,35.1,12.5,89.2,113.6,35.7,84.2,"Anzahl"
245,3,"Oberengstringen",2014,83.3,82,0.4,72.7,5.4,26.5,31.7,13.7,88.6,108.5,32.2,86.4,"Anzahl"
245,3,"Oberengstringen",2015,82.3,83.5,0.4,72.6,4.8,24.3,28.8,12.6,87,107.8,29.3,85.2,"Anzahl"
245,3,"Oberengstringen",2016,81.8,83.6,0.4,72.3,5.1,23.8,29.7,12.7,86.9,107.4,30.2,85,"Anzahl"
245,3,"Oberengstringen",2017,82,82.4,0.4,72.1,6.1,25.2,31.5,13.7,88.1,107.6,32,85.8,"Anzahl"
245,3,"Oberengstringen",2018,81.4,82.5,0.4,71.8,4.7,25.3,29.7,12.9,86.1,107.9,30.2,84.7,"Anzahl"
245,3,"Oberengstringen",2019,83.6,84.5,0.4,73.7,4.2,25.2,37.1,13.1,87.9,109.8,37.6,86.8,"Anzahl"
245,3,"Oberengstringen",2020,84.8,75.2,0.4,73.1,6.5,48.6,39,14.3,91.3,123.8,39.4,87.4,"Anzahl"
245,3,"Oberengstringen",2021,84.8,73.3,0.2,73.1,6.7,48.1,39.4,14.5,91.5,121.4,39.7,87.6,"Anzahl"
246,3,"Oetwil an der Limmat",2012,44.3,60.1,0,45.7,4.7,10.2,0,5.7,49,70.3,0,51.3,"Anzahl"
246,3,"Oetwil an der Limmat",2013,43.6,60.5,0,45.2,4.6,8.4,0,5.3,48.2,68.9,0,50.4,"Anzahl"
246,3,"Oetwil an der Limmat",2014,43.8,60.8,0,45.3,4.7,7.9,0,5.4,48.5,68.7,0,50.7,"Anzahl"
246,3,"Oetwil an der Limmat",2015,44.3,61.3,0,45.8,4.5,8.3,0,5.4,48.8,69.6,0,51.2,"Anzahl"
246,3,"Oetwil an der Limmat",2016,45.2,70.8,0,47.7,4.4,10.1,0,5.4,49.6,81,0,53.1,"Anzahl"
246,3,"Oetwil an der Limmat",2017,45.5,72.2,0,48.1,4.3,9.1,0,5.5,49.7,81.4,0,53.6,"Anzahl"
246,3,"Oetwil an der Limmat",2018,46.7,76.2,0,49.8,4.6,9.3,0,5.8,51.3,85.4,0,55.5,"Anzahl"
246,3,"Oetwil an der Limmat",2019,45.9,76.2,0,49,3.5,10.1,0,5,49.4,86.3,0,54,"Anzahl"
246,3,"Oetwil an der Limmat",2020,50.2,52.4,0,49.2,3.9,8,0,5,54.1,60.5,0,54.2,"Anzahl"
246,3,"Oetwil an der Limmat",2021,50.2,54.2,0,49.4,4.2,8.5,0,5,54.4,62.7,0,54.4,"Anzahl"
247,3,"Schlieren",2012,111.1,96.6,2.2,67.2,7.3,78.8,106.3,61.2,118.4,175.4,108.5,128.4,"Anzahl"
247,3,"Schlieren",2013,111.2,102.5,2.4,68.5,7.2,78.3,108.6,62.1,118.4,180.8,111,130.6,"Anzahl"
247,3,"Schlieren",2014,112.4,108.2,2.3,70,7.5,82.4,119.2,66.5,120,190.6,121.5,136.5,"Anzahl"
247,3,"Schlieren",2015,111.9,106,2.3,69.1,7.7,78.7,121.4,67.1,119.5,184.8,123.7,136.1,"Anzahl"
247,3,"Schlieren",2016,112.1,118,2.1,71.2,7.7,82.4,126.7,69.8,119.8,200.4,128.7,141,"Anzahl"
247,3,"Schlieren",2017,112.4,117.3,2,71.1,8.8,83,129.1,71.3,121.3,200.3,131.1,142.4,"Anzahl"
247,3,"Schlieren",2018,112.6,115,2.1,70.7,9,65.7,135.6,72.5,121.7,180.8,137.7,143.3,"Anzahl"
247,3,"Schlieren",2019,108.4,123.3,17.3,71,9.6,73.8,125.8,75.1,118,197,143.1,146.2,"Anzahl"
247,3,"Schlieren",2020,116.6,105.8,30.2,75.2,11.7,83.8,127.6,75.2,128.3,189.6,157.8,150.4,"Anzahl"
247,3,"Schlieren",2021,115.8,103.1,31,74.9,11.5,85.6,125.1,73.5,127.3,188.7,156.1,148.3,"Anzahl"
248,3,"Uitikon",2012,36.7,57.5,0,37.4,3.1,18.9,0,9,39.9,76.4,0,46.4,"Anzahl"
248,3,"Uitikon",2013,36.2,56.9,0,37,3.2,19.2,0,8.1,39.4,76.1,0,45.1,"Anzahl"
248,3,"Uitikon",2014,35.8,57.7,0,37,3.2,18.9,0,8.9,39,76.7,0,45.9,"Anzahl"
248,3,"Uitikon",2015,37.3,59.3,0,38.4,3,19.1,0,9,40.3,78.4,0,47.3,"Anzahl"
248,3,"Uitikon",2016,38.4,58.8,0,38.8,3.2,19.2,0,9.2,41.6,77.9,0,48,"Anzahl"
248,3,"Uitikon",2017,39.2,59.9,0,39.7,3.2,19.3,0,9.6,42.5,79.3,0,49.2,"Anzahl"
248,3,"Uitikon",2018,40.7,52.9,0,39.1,3,18.9,0,9.7,43.7,71.8,0,48.7,"Anzahl"
248,3,"Uitikon",2019,42.3,57.9,0,41.6,3.1,17.5,0,9.5,45.4,75.4,0,51.1,"Anzahl"
248,3,"Uitikon",2020,44.4,59.5,0,42.6,3.2,20.5,0,9.4,47.5,79.9,0,52,"Anzahl"
248,3,"Uitikon",2021,44.8,63.2,0,44.1,3.3,19.6,0,9.5,48.1,82.8,0,53.6,"Anzahl"
249,3,"Unterengstringen",2012,51.6,49.4,1.2,39.1,4.1,31.5,15.2,11.3,55.7,81,16.4,50.4,"Anzahl"
249,3,"Unterengstringen",2013,52.4,48.6,1.2,39.5,4.4,28.3,15.9,11.2,56.9,76.9,17.1,50.7,"Anzahl"
249,3,"Unterengstringen",2014,52.7,52.6,1.1,40.1,3.9,24.4,11.7,9.3,56.6,77,12.8,49.5,"Anzahl"
249,3,"Unterengstringen",2015,51.4,58.5,0.8,40.5,3.9,27.1,12.5,10.1,55.3,85.6,13.3,50.6,"Anzahl"
249,3,"Unterengstringen",2016,52.7,61.3,0.7,41.7,3.8,27.9,13.6,10.4,56.5,89.2,14.3,52.1,"Anzahl"
249,3,"Unterengstringen",2017,52.4,64.1,0.8,42.1,4.7,23.9,14.3,10.4,57.1,88,15.1,52.5,"Anzahl"
249,3,"Unterengstringen",2018,53.7,65.5,0.7,43.1,5.1,23.8,17.5,11.3,58.8,89.3,18.3,54.3,"Anzahl"
249,3,"Unterengstringen",2019,54.3,66.6,0.6,43.8,5.5,23,19.3,11.7,59.8,89.6,19.8,55.5,"Anzahl"
249,3,"Unterengstringen",2020,54.6,69.5,0.8,44.3,5.1,23.6,20,11.3,59.7,93.1,20.7,55.6,"Anzahl"
249,3,"Unterengstringen",2021,56,73.5,0.7,45.8,4.3,21.2,19.5,10.3,60.3,94.7,20.2,56.1,"Anzahl"
